_id,publisher,statementOfResp,sysNumbers,title,type
996681840102311,"Thorn EMI Video,","The Archives Project ; produced and directed by Kevin Rafferty, Jayne Loader, Pierce Rafferty.","(TU)000668184UTK01 | 701820 | (OCoLC)09492487","The atomic cafe","projected medium"
996843020102311,"Scholastic Magazines in cooperation with International Fund for Concerned Photography. | Released by Scholastic Book Services,",,"(TU)000684302UTK01 | 718418 | (OCoLC)05548908","Henri Cartier-Bresson: The decisive moment. /","projected medium"
996845980102311,,,"(TU)000684598UTK01 | 718722","Heroides and Amores","three-dimensional artifact or naturally occurring object"
996770540102311,"Reeves Teletape,","James Agee Film Project.","(TU)000677054UTK01 | 710910 | (OCoLC)13589677",Agee,"projected medium"
996718870102311,"Blackwood Productions,",,"(TU)000671887UTK01 | 705610 | (OCoLC)05646464","To be a man.","projected medium"
996509560102311,"American Institute of Biological Sciences. | Released by Communication Skills Corp.,",,"(TU)000650956UTK01 | 684070 | (OCoLC)05609641","Fecal sampling for microscopic analysis","projected medium"
996704490102311,"University-at-Large, | Released by Association-Sterling Films,",,"(TU)000670449UTK01 | 704142 | (OCoLC)05647436","The Idea of the city.","projected medium"
996464740102311,"Films for the Humanities,",,"(TU)000646474UTK01 | 679431 | (OCoLC)11543921","Richard Wagner the man and his music.","projected medium"
996734370102311,"Macmillan Pub. Co.,",,"(TU)000673437UTK01 | 707187 | (OCoLC)05610736","American mosaic : immigrants in American history /","projected medium"
996806510102311,"Thorn EMI Video,","Giuseppe Verdi ; Covent Garden Video Productions, Ltd. and Royal Opera House Covent Garden, Ltd.","(TU)000680651UTK01 | 714580 | (OCoLC)12854116",Falstaff,"projected medium"
996495320102311,"Phoenix/BFA,","a film by Peter Matulavich.","(TU)000649532UTK01 | 682550 | (OCoLC)10896775","Dealing with difficult people the manager's guide to dangerous animals /","projected medium"
996762350102311,"The Division : | Distributed by National Audiovisual Center,","National Park Service, Division of Audiovisual Arts ; [produced by] Peace River Films ; producer, director, writer, Neil Goodman.","(TU)000676235UTK01 | 710083 | (OCoLC)12556326","Cape Cod, the sands of time","projected medium"
996507880102311,"Center for Humanities,","Harper & Row, Publishers, inc.","(TU)000650788UTK01 | 683900 | (OCoLC)05644025",Factors.,"projected medium"
996464720102311,"Films for the Humanities,",,"(TU)000646472UTK01 | 679429 | (OCoLC)10329999","Wagner's Ring.","projected medium"
996611190102311,"Thorn EMI Video,","[a production of] Thames Television in cooperation with the Imperial War Museum.","(TU)000661119UTK01 | 694571 | (OCoLC)10576384","The World at war","projected medium"
996771490102311,"College of Veterinary Medicine, University of Tennessee,",,"(TU)000677149UTK01 | 711012 | (OCoLC)13595685","Diagnostic ultrasound in veterinary medicine","projected medium"
996833540102311,"Distributed by the Environmental Design Press,","prepared for the Center for Environmental Design Education and Research.","(TU)000683354UTK01 | 717411 | (OCoLC)06495209","Interior planting","projected medium"
996585860102311,"G.L. VanHoosier, Jr., distributed by Health Sciences Learning Resources Center, University of Washington,","co-sponsored by American College of Laboratory Animal Medicine and Washington State University College of Veterinary Medicine; coordinated by G.L. VanHoosier, Jr.; produced and distributed by Health Sciences Learning Resources Center, University of Washington.","(TU)000658586UTK01 | 691975 | (OCoLC)06381079","Nonhuman primates : viral diseases","projected medium"
996507810102311,"Center for Humanities,","Harper & Row, Publishers, inc.","(TU)000650781UTK01 | 683888 | (OCoLC)05644037","Introduction to decimal fractions.","projected medium"
996801060102311,,,"(TU)000680106UTK01 | 714027","Technical and economic research for farmers cooperatives","three-dimensional artifact or naturally occurring object"
996512360102311,"American Institute of Biological Sciences. | Released by Communication Skills Corp.,",,"(TU)000651236UTK01 | 684363 | (OCoLC)05610856","Administration of anesthetics to rodents","projected medium"
996806500102311,"ARK's Intervideo,",MosfilÊ¹m.,"(TU)000680650UTK01 | 714579 | (OCoLC)13651984",Garazh,"projected medium"
996486450102311,"Museum of Modern Art Film Library,","produced by the Film and Photo League [of the] Workers International Relief.","(TU)000648645UTK01 | 681648 | (OCoLC)12599587","America today, 1932-1934 [and] The World in review","projected medium"
996771480102311,"College of Veterinary Medicine, University of Tennessee,","Joseph P. Weigel.","(TU)000677148UTK01 | 711011 | (OCoLC)13595488","Cross pin and wire fixation of a transverse distal femoral fracture","projected medium"
996486950102311,"Museum of Modern Art Film Library,","produced by the Film and Photo League.","(TU)000648695UTK01 | 681701 | (OCoLC)12599718","The National hunger march, 1931","projected medium"
996886580102311,"United Learning,",,"(TU)000688658UTK01 | 722864 | (OCoLC)05647693","Major world religions","projected medium"
996499640102311,"the Association,","David R. Lageson ; sponsored by the American Association of Petroleum Geologists.","(TU)000649964UTK01 | 682993 | (OCoLC)11087407","Regional tectonics of the Cordilleran fold and thrust belt","projected medium"
996744240102311,"Thorn EMI Video,","Thorn EMI Films.","(TU)000674424UTK01 | 708239 | (OCoLC)10442861","Cross Creek","projected medium"
996834120102311,"Films for the Humanities,","Granada Television International ; written and introduced by David Munrow ; directed by Peter Plummer ; producer, Peter Potter.","(TU)000683412UTK01 | 717470 | (OCoLC)13212793","Bowed instruments","projected medium"
996776180102311,"The Division : | Distributed by National Audiovisual Center,","National Park Service, Division of Audiovisual Arts ; producer, director, writer, Kevin Peer.","(TU)000677618UTK01 | 711489 | (OCoLC)12342090","Crater Lake","projected medium"
996836940102311,"Electronic Arts Intermix,","Georgia Public Television ; photographed, directed, edited and produced by Blaine Dunlap & Sol Korine.","(TU)000683694UTK01 | 717788 | (OCoLC)13923984","The Uncle Dave Macon program","projected medium"
996856720102311,"Environmental Design Press,","prepared for the Center for Environmental Design Education and Research.","(TU)000685672UTK01 | 719828 | (OCoLC)04979501","Parking lot landscape development an environmental design instructional module. /","projected medium"
996833550102311,"Distributed by Environmental Design Press,","prepared for the Center for Environmental Design Education and Research.","(TU)000683355UTK01 | 717412 | (OCoLC)07859714","Street trees","projected medium"
996474510102311,"J. Huley,","Martha M. Vestling, Janice T. Liebe.","(TU)000647451UTK01 | 680426 | (OCoLC)04200833","A guide to Beilstein's Handbuch der organischen Chemie /","projected medium"
996718840102311,"First Run Features,","producers, Paul Wilkes and Audrey Laurine Glynn ; director, Paul Wilkes.","(TU)000671884UTK01 | 705607 | (OCoLC)11915487",Merton,"projected medium"
996888720102311,"Pictura Films,","Wan-go Weng.","(TU)000688872UTK01 | 723082 | (OCoLC)04483398","Buddhism in China.","projected medium"
996718860102311,"MTI Teleprograms,","MTI Teleprograms Inc. ; [produced by] Integrated Video Services Inc.","(TU)000671886UTK01 | 705609 | (OCoLC)08354412","The Power pinch","projected medium"
996882130102311,,"hosted by the University of Tennessee, Knoxville Library, the Knoxville City Schools Instructional Media Dept., Knox County Schools Instructional Media Dept.","(TU)000688213UTK01 | 722409 | (OCoLC)14095231","Libraries and librarians partners in learning : a colloquium for librarians and teachers /","projected medium"
996507820102311,"Center for Humanities,","Harper & Row, Publishers, inc.","(TU)000650782UTK01 | 683890 | (OCoLC)05644034","Multiplication and division of fractions.","projected medium"
996507840102311,"Center for Humanities,","Harper & Row, Publishers, inc.","(TU)000650784UTK01 | 683892 | (OCoLC)05644028","Introduction to fractions.","projected medium"
996804210102311,"China Video Movies Distributing Co.,","director, Yuan Muzhi.","(TU)000680421UTK01 | 714349 | (OCoLC)13769061","Street angel","projected medium"
996813820102311,"Video Arts International,","Richard Strauss.","(TU)000681382UTK01 | 715328 | (OCoLC)11778331","Der Rosenkavalier","projected medium"
996718880102311,"Psychological Films,","produced by Psychological Films ; produced and directed by Everett L. Shostrom.","(TU)000671888UTK01 | 705611 | (OCoLC)10356670","Three approaches to psychotherapy","projected medium"
996486460102311,"Museum of Modern Art Film Library,","restored by Leo Seltzer ; produced by Film & Photo League.","(TU)000648646UTK01 | 681649 | (OCoLC)12599632","Detroit workers news special, 1932 Ford massacre /","projected medium"
996502260102311,"Science-Thru-Media, Inc. [production company] ; | American Association of Petroleum Geologists [distributor],","Peter Verrall, Clint Dahlstrom, Harold Freund.","(TU)000650226UTK01 | 683264 | (OCoLC)11592790","Structural geology in the Canadian Overthrust Belt","projected medium"
996497810102311,"College of Veterinary Medicine, University of Tennessee,","by Jack W. Oliver [et al.]","(TU)000649781UTK01 | 682807 | (OCoLC)12608903","Treatment of cardiac arrest in the dog improved demonstration methodology to present clinical rationale /","projected medium"
996641370102311,"Pyramid Films and Video,","Bob Rogers & Company, Inc. ; producer, Bob Rogers.","(TU)000664137UTK01 | 697646 | (OCoLC)11918721","The Car of your dreams","projected medium"
996704400102311,"Ark's Intervideo,","MosfilÊ¹m, Tvorcheskoe obÊ¹edinenie tovarishch ;avtor stsï¸ eï¸¡nariiaï¸ ,ï¸¡ Vadim Trunin ;rezhisser-postanovshchik AndreÄ­ Smirnov ;rezhisser A. Macheret.","(TU)000670440UTK01 | 704133 | (OCoLC)11314235","Belorusskiiï¸ âï¸¡vokzal","projected medium"
996500260102311,"Video Images,","a Maurice Evans production in cooperation with NBC ; directed by George Schaefer.","(TU)000650026UTK01 | 683057 | (OCoLC)11991888","Macbeth /","projected medium"
996744220102311,"Paramount Home Video,","Paramount Pictures Corporation.","(TU)000674422UTK01 | 708237 | (OCoLC)07619453","Islands in the stream.","projected medium"
996815190102311,"RCA/Columbia Pictures Home Video,","Gaumont Production Marcel Dassault, Opera Film Produzione ; [released by] Triumph Films Inc. ; produced by Patrice Ledoux ; directed by Francesco Rosi.","(TU)000681519UTK01 | 715466 | (OCoLC)12595532","Bizet's Carmen","projected medium"
996474470102311,"Phoenix Films,","John Cohen.","(TU)000647447UTK01 | 680418 | (OCoLC)05603463","Musical holdouts.","projected medium"
996611950102311,"Joint Anglo-American Film Planning Committee. | Released in the U.S. by British Information Services,",,"(TU)000661195UTK01 | 694648 | (OCoLC)05371279","True glory","projected medium"
996832780102311,"Video Images,",,"(TU)000683278UTK01 | 717311 | (OCoLC)11924051","World War II propaganda films.","projected medium"
996498300102311,"Music Media,","Electronovision Productions/American International Productions.","(TU)000649830UTK01 | 682857 | (OCoLC)10585497","That was rock the T.A.M.I./T.N.T. Show /","projected medium"
996519810102311,"Science-Thru-Media, Inc. [production company] ; | Americn Association of Petroleum Geologists [distributor],","Lynton S. Land.","(TU)000651981UTK01 | 685143 | (OCoLC)11597697",Dolomitization,"projected medium"
996619720102311,"Texture Films,","produced and edited by Loretta Smith and Linda Horwitz ; directed and edited by Loretta Smith.","(TU)000661972UTK01 | 695441 | (OCoLC)12934041","Where did you get that woman?","projected medium"
996601240102311,"Terra Nova Films,","Terra Nova Films ; producer and director, James Vanden Bosch.","(TU)000660124UTK01 | 693546 | (OCoLC)12024001","My mother, my father","projected medium"
996834110102311,"Films for the Humanities,","Granada Television International ; written and introduced by David Munrow ; directed by Peter Plummer ; producer, Peter Potter.","(TU)000683411UTK01 | 717469 | (OCoLC)13176363","Plucked instruments","projected medium"
996836290102311,"G.L. VanHoosier, Jr., distributed by Health Sciences Learning Resources Center, University of Washington,","co-sponsored by American College of Laboratory Animal Medicine and Washington State University College of Veterinary Medicine; coordinated by G.L. VanHoosier, Jr.; produced and distributed by Health Sciences Learning Resources Center, University of Washington.","(TU)000683629UTK01 | 717710 | (OCoLC)06381093","Nonhuman primates parasitic and noninfectious diseases. /","projected medium"
996882960102311,"Pyramid Films,","Pyramid Films.","(TU)000688296UTK01 | 722492 | (OCoLC)08509142","CPR for citizens quick check /","projected medium"
996471180102311,"MGM/UA Home Video,","Metro-Goldwyn-Mayer ; [produced by] Carlo Ponti ; directed by David Lean.","(TU)000647118UTK01 | 680084 | (OCoLC)10572205","Doctor Zhivago","projected medium"
996497820102311,"College of Veterinary Medicine, University of Tennessee,","presented by A.S. Dorn.","(TU)000649782UTK01 | 682808 | (OCoLC)12608951","Selected Techniques in canine thoracic surgery","projected medium"
996887370102311,"Time-Life Video,","WHA-TV and WGBH ; producer and director, Barry Stoner.","(TU)000688737UTK01 | 722945 | (OCoLC)09412491","The Great violin mystery","projected medium"
996638140102311,,"a production of WNET/New York ; produced, directed and written by Richard Hutton ; George Page, reporter.","(TU)000663814UTK01 | 697315 | (OCoLC)11578897","States of mind","projected medium"
996769850102311,"RCA/Columbia Pictures Home Video,","M-1 Musical Enterprises, Inc.","(TU)000676985UTK01 | 710841 | (OCoLC)10448983","Rock'n soul live","projected medium"
996834130102311,"DCI Music Video,","DCI Music Video, Quasi Productions, Ltd. ; producers, Steven Ross, Paul Siegel, Rob Wallis ; director, Steven Ross.","(TU)000683413UTK01 | 717471 | (OCoLC)12838613","The Drumset, a musical approach","projected medium"
996681910102311,"MGM/UA Home Video,","Loew's Incorporated.","(TU)000668191UTK01 | 701827 | (OCoLC)12631489","Pride and prejudice","projected medium"
997332460102311,"Kultur,","filmed by Gosteleradio USSR.","(TU)000733246UTK01 | 768418 | (OCoLC)16067086","David Oistrakh remembering a musician /","projected medium"
997029710102311,"CBC,","Canadian Broadcasting Corporation ; producer, director, Norman Campbell.","(TU)000702971UTK01 | 737493 | (OCoLC)15272964","The Mikado","projected medium"
997028340102311,"Thorn EMI/HBO Video ; | Distributed worldwide by NVC Arts International,","music by Gioachino Rossini ; libretto by Jacopo Ferretti ; critical edition by Alberto Zedda.","(TU)000702834UTK01 | 737355 | (OCoLC)14297054","La Cenerentola Cinderella /","projected medium"
997127100102311,,,"(TU)000712710UTK01 | 747481 | (OCoLC)18147567","Academic convocation dedicating the College of Veterinary Medicine, University of Tennessee, September 22, 1979","projected medium"
997294880102311,"s.n.,",,"(TU)000729488UTK01 | 764567 | (OCoLC)18362703","The History of life on earth.","projected medium"
997332510102311,"Insight Video,","Stephen Jay Gould.","(TU)000733251UTK01 | 768423 | (OCoLC)17556554","Evolution and human equality","projected medium"
997026010102311,"Thorn EMI Video,","produced by Allegro Films for EMI Records Ltd.","(TU)000702601UTK01 | 737113 | (OCoLC)17273551","Itzhak Perlman Beethoven violin concerto in D, op. 61 /","projected medium"
997055110102311,"College of Veterinary Medicine, University of Tennessee,","Jill Sackman.","(TU)000705511UTK01 | 740098 | (OCoLC)18044910","The Orthopedic examination","projected medium"
997017170102311,"Thorn EMI/HBO Video","Claudio Monteverdi.","(TU)000701717UTK01 | 736206 | (OCoLC)14347033",Poppea,"projected medium"
997017540102311,"The Metropolitan Opera Guild,","produced by the Education Department, Metropolitan Opera Guild.","(TU)000701754UTK01 | 736245 | (OCoLC)14698197","Creating the illusion backstage at the Met /","projected medium"
997044990102311,"Kultur,",,"(TU)000704499UTK01 | 739051 | (OCoLC)11643363","Swan lake Tchaikovsky's complete ballet performed by the Kirov Ballet and the Leningrad Philharmonic.","projected medium"
997240170102311,,"a University of Tennessee films by Photographic Services for Educational Opportunities Center and U.S. Office of Education.","(TU)000724017UTK01 | 758993","The Changing high school problems at Needham High School /","projected medium"
997375960102311,"Video Images,","Three all-black shorts with Bessie Smith, Duke Ellington, Billie Holiday, Louis Jordan, The Fletcher Henderson Orchestra.","(TU)000737596UTK01 | 772838 | (OCoLC)12323112","Black jazz and blues (1929, 1935, 1945) /","projected medium"
997017630102311,"Home Vision,","music by Giacomo Puccini ; libretto by Giuseppe Giacosa and Luigi Illica.","(TU)000701763UTK01 | 736254 | (OCoLC)17532261","Madama Butterfly an opera in three acts /","projected medium"
997016950102311,"Educational Resources,",,"(TU)000701695UTK01 | 736183 | (OCoLC)05560308","Black Americans: a historical portfolio.","projected medium"
997162060102311,"Century Home Video,","Bard Productions, Ltd.","(TU)000716206UTK01 | 751069 | (OCoLC)17376430","Antony & Cleopatra","projected medium"
997053910102311,"United Home Video,","Samuel Bronston Productions.","(TU)000705391UTK01 | 739972 | (OCoLC)18044561","El Cid","projected medium"
997263480102311,"Japan Society,",,"(TU)000726348UTK01 | 761360 | (OCoLC)20673432","Japanese literature on film the second teaching module in the series Japanese society through film.","projected medium"
997018340102311,"Open University; distributed by Harper and Row",,"(TU)000701834UTK01 | 736327 | (OCoLC)17832084","Nazi new order","projected medium"
997055560102311,"Suzuki Assoc. of the Americas,","by Michelle Noscoe.","(TU)000705556UTK01 | 740147 | (OCoLC)17566950","Variations on a theme by Mozart","projected medium"
997010420102311,"RCA/Columbia Pictures Home Video,","Sanrio Company, Ltd.","(TU)000701042UTK01 | 735520 | (OCoLC)10144602","Don't cry, it's only thunder","projected medium"
997209520102311,,"Written and narrated by Kenneth Clark.","(TU)000720952UTK01 | 755881 | (OCoLC)18280670","Pioneers of modern painting.","projected medium"
997187610102311,"MGM/UA Home Video,","a John Huston production ; screenplay by John Huston ; adaptation by Albert Band ; produced by Gottfried Reinhardt ; directed by John Huston.","(TU)000718761UTK01 | 753662 | (OCoLC)12561164","The Red badge of courage","projected medium"
997143660102311,"CRM/McGraw-Hill Films,","McGraw-Hill Book Company ; made by CRM Productions.","(TU)000714366UTK01 | 749201 | (OCoLC)05181139","Managing stress.","projected medium"
996909000102311,"Teaching Resources Films,",,"(TU)000690900UTK01 | 725163 | (OCoLC)05558202","The Other American minorities","projected medium"
997026370102311,"Films Incorporated,",,"(TU)000702637UTK01 | 737150 | (OCoLC)15901957","They shall take up serpents","projected medium"
997017270102311,"Canadian Broadcasting Co.,","Gilbert and Sullivan ; direction and choreography, Brian Macdonald.","(TU)000701727UTK01 | 736216 | (OCoLC)17445825","The Gondoliers","projected medium"
997317480102311,"National Video Corporation,","Gioachino Rossini ; text by Cesare Sterbin, Glyndebourne Festival Opera ; director, John Cox.","(TU)000731748UTK01 | 766900 | (OCoLC)15699371","The barber of Seville","projected medium"
997010950102311,"New York Center for Visual History,","South Carolina Educational Television.","(TU)000701095UTK01 | 735573 | (OCoLC)17349729","Voices & visions","projected medium"
997012680102311,"Bel Canto Paramount Home Video,","Hector Berlioz ; libretto by the composer, after Virgil ; the Metropolitan Opera.","(TU)000701268UTK01 | 735752 | (OCoLC)14209080","Les Troyens","projected medium"
997353830102311,"Barr Films,","Centre Productions ; produced and directed by Dale Sonnenberg ; produced and written by Cindy Barchus.","(TU)000735383UTK01 | 770580 | (OCoLC)18503325","Memories of hell","projected medium"
997015720102311,"Home Vision,","music, Giuseppe Verdi ; produced by BBC Television in association with Covent Garden Video Productions ; presented by the National Video Corporation.","(TU)000701572UTK01 | 736058 | (OCoLC)14762841","Don Carlo","projected medium"
997371380102311,"MGM/UA Home Video,","Pea Produzioni Europee Ass iate, S.A.S.","(TU)000737138UTK01 | 772373 | (OCoLC)17931032","Fellini satyricon","projected medium"
997240190102311,"Japan Foundation Film Library,","produced by Matsuoka Productions.","(TU)000724019UTK01 | 758995","The Gods of the Ainu","projected medium"
996915850102311,"Time-Life Multimedia,",BBC-TV.,"(TU)000691585UTK01 | 725868 | (OCoLC)05888963","China and the world","projected medium"
997026460102311,"Chelsea House Educational Communications,",,"(TU)000702646UTK01 | 737159 | (OCoLC)02952320","The Versailles peace : economic revolution.","projected medium"
997383310102311,"The Foundation,","American Film Foundation ; producers, directors, Freida Lee Mock, Terry Sanders.","(TU)000738331UTK01 | 773582 | (OCoLC)12838601","Word into image.","projected medium"
997017870102311,"Home Vision,","by Serge Prokofiev ; [presented by] National Video Corporation in association with TVS.","(TU)000701787UTK01 | 736278 | (OCoLC)17250619","The love of three oranges","projected medium"
997012550102311,"The Corporation,","Encyclopaedia Britannica Educational Corporation.","(TU)000701255UTK01 | 735738 | (OCoLC)17801464","The Atmosphere in motion","projected medium"
996889870102311,"Thorn EMI Video,","British Broadcasting Corp.","(TU)000688987UTK01 | 723201 | (OCoLC)11485346",Messiah,"projected medium"
